penalty,best_seed,objective_value,min_state_share,max_state_share,state_0_share,state_1_share,state_2_share,state_0_mean_duration,state_1_mean_duration,state_2_mean_duration,smallest_state_mean_duration,largest_state_mean_duration,avg_state_duration,num_states_below_5pct_share,num_states_below_3_month_mean_duration,state_0_occurrences,state_1_occurrences,state_2_occurrences,screening_label
0.5,2,822.7636293973179,0.30756302521008405,0.3663865546218487,0.3663865546218487,0.32605042016806723,0.30756302521008405,36.333333333333336,32.333333333333336,61.0,32.333333333333336,61.0,43.22222222222223,0,0,6,6,3,candidate
0.55,5,823.4093877022685,0.30756302521008405,0.3764705882352941,0.3764705882352941,0.31596638655462184,0.30756302521008405,44.8,37.6,61.0,37.6,61.0,47.800000000000004,0,0,5,5,3,candidate
0.6,5,824.0093877022689,0.30756302521008405,0.3764705882352941,0.3764705882352941,0.31596638655462184,0.30756302521008405,44.8,37.6,61.0,37.6,61.0,47.800000000000004,0,0,5,5,3,candidate
0.65,0,824.5108302892062,0.3058823529411765,0.3798319327731092,0.3798319327731092,0.3142857142857143,0.3058823529411765,56.5,46.75,60.666666666666664,46.75,60.666666666666664,54.638888888888886,0,0,4,4,3,candidate
0.7,3,825.0108302892063,0.3058823529411765,0.3798319327731092,0.3798319327731092,0.3142857142857143,0.3058823529411765,56.5,46.75,60.666666666666664,46.75,60.666666666666664,54.638888888888886,0,0,4,4,3,candidate
