date,gs10,term_spread_10y_1y,bog_amom
1984-08-01,12.72,0.9000000000000004,-4.753918063661555
1984-09-01,12.52,0.9399999999999995,7.571496750823137
1984-10-01,12.16,1.2599999999999998,1.2194972773382773
1984-11-01,11.57,1.75,16.240491534203414
1984-12-01,11.5,2.17,28.229598790407895
1985-01-01,11.38,2.360000000000001,-8.98247626851486
1985-02-01,11.51,2.2200000000000006,-16.346438719781332
1985-03-01,11.86,2.0,16.058273753533058
1985-04-01,11.43,2.289999999999999,17.895418988386425
1985-05-01,10.85,2.389999999999999,7.23678988701546
1985-06-01,10.16,2.3600000000000003,22.32263301879176
1985-07-01,10.31,2.45,12.669765309573332
1985-08-01,10.33,2.2799999999999994,2.8630869511056867
1985-09-01,10.37,2.299999999999999,11.256411961563728
1985-10-01,10.24,2.2300000000000004,7.512876262547086
1985-11-01,9.78,1.8999999999999995,21.274440902866697
1985-12-01,9.26,1.5899999999999999,32.44103746243787
1986-01-01,9.19,1.459999999999999,-14.89571088761138
1986-02-01,8.7,1.089999999999999,-19.182355637775327
1986-03-01,7.78,0.75,21.741008039425846
1986-04-01,7.3,0.8599999999999994,22.004132565332135
1986-05-01,7.71,1.0599999999999996,7.154676670728155
1986-06-01,7.8,1.0699999999999994,21.47372624942325
1986-07-01,7.3,1.0300000000000002,16.217526589708253
1986-08-01,7.17,1.2400000000000002,1.0349197227002893
1986-09-01,7.45,1.6800000000000006,10.227256062129818
1986-10-01,7.43,1.71,10.140895356265279
1986-11-01,7.25,1.4500000000000002,28.470744126504698
1986-12-01,7.11,1.2400000000000002,38.11126397985092
1987-01-01,7.08,1.2999999999999998,-7.455641899536236
1987-02-01,7.25,1.29,-19.799426077896342
1987-03-01,7.25,1.2199999999999998,11.994332699296685
1987-04-01,8.02,1.5199999999999996,26.24029782269741
1987-05-01,8.61,1.6099999999999994,4.9150586560811504
1987-06-01,8.4,1.6000000000000005,11.586884490630322
1987-07-01,8.45,1.7699999999999996,9.397433097535934
1987-08-01,8.76,1.7299999999999995,-0.9378594951724883
1987-09-01,9.42,1.75,8.3134732434059
1987-10-01,9.52,1.9299999999999997,8.760896890681714
1987-11-01,8.86,1.8999999999999995,21.92981473485862
1987-12-01,8.99,1.8200000000000003,22.635700747555898
1988-01-01,8.67,1.6799999999999997,-2.664534138026098
1988-02-01,8.21,1.5700000000000012,-22.51129967872949
1988-03-01,8.37,1.6599999999999993,13.16102523327336
1988-04-01,8.72,1.7100000000000009,25.31437443179685
1988-05-01,9.09,1.6899999999999995,1.803107440435281
1988-06-01,8.92,1.4299999999999997,20.978787940999766
1988-07-01,9.06,1.3100000000000005,12.530627444350406
1988-08-01,9.26,1.0899999999999999,-4.2652519712362285
1988-09-01,8.98,0.8900000000000006,1.7607769332604661
1988-10-01,8.8,0.6900000000000013,0.8755873183912799
1988-11-01,8.96,0.4800000000000004,17.873922646097885
1988-12-01,9.11,0.11999999999999922,21.66445808709261
1989-01-01,9.09,0.03999999999999915,-6.559442794928271
1989-02-01,9.17,-0.08000000000000007,-25.69972456771361
1989-03-01,9.36,-0.21000000000000085,16.36937354960102
1989-04-01,9.18,-0.17999999999999972,12.740140711432456
1989-05-01,8.86,-0.120000000000001,-4.17911125131255
1989-06-01,8.28,-0.16000000000000014,14.093270452371653
1989-07-01,8.02,0.1299999999999999,8.79548061033577
1989-08-01,8.11,-0.07000000000000028,-7.303822468477906
1989-09-01,8.19,-0.030000000000001137,0.4235038724764051
1989-10-01,8.01,0.019999999999999574,0.8483512782849978
1989-11-01,7.87,0.10000000000000053,16.305590901780675
1989-12-01,7.84,0.1200000000000001,30.735541480845164
1990-01-01,8.21,0.2900000000000009,-4.784714039756677
1990-02-01,8.47,0.3600000000000012,-20.000269967378603
1990-03-01,8.59,0.2400000000000002,21.464698568882113
1990-04-01,8.79,0.3899999999999988,22.56406339720687
1990-05-01,8.76,0.4399999999999995,-0.40275159789339154
1990-06-01,8.48,0.3800000000000008,19.27922581127932
1990-07-01,8.47,0.5300000000000002,9.110030923291479
1990-08-01,8.75,0.9699999999999998,4.842674411447345
1990-09-01,8.89,1.1300000000000008,12.021686386172693
1990-10-01,8.72,1.1700000000000008,3.1617977952504095
1990-11-01,8.39,1.080000000000001,20.79437870756726
1990-12-01,8.08,1.0300000000000002,6.295143996622277
1991-01-01,8.09,1.4500000000000002,-19.661489567589097
1991-02-01,7.85,1.58,-9.977465267148776
1991-03-01,8.11,1.709999999999999,17.716535546392187
1991-04-01,8.04,1.799999999999999,12.205747546385147
1991-05-01,8.07,1.9400000000000004,0.7667694464861707
1991-06-01,8.28,1.919999999999999,15.513157983350801
1991-07-01,8.27,1.96,7.407772644977451
1991-08-01,7.9,2.12,0.37564520310922056
1991-09-01,7.65,2.08,6.562496749826807
1991-10-01,7.53,2.2,4.9569058309326675
1991-11-01,7.42,2.5300000000000002,21.561005902628104
1991-12-01,7.09,2.71,28.80090598855114
1992-01-01,7.03,2.88,-7.925600936274357
1992-02-01,7.34,3.05,-6.634087721021487
1992-03-01,7.54,2.91,17.16003386064111
1992-04-01,7.48,3.1800000000000006,-8.581905139718737
1992-05-01,7.39,3.1999999999999993,5.161766550376834
1992-06-01,7.26,3.09,9.736616374881212
1992-07-01,6.84,3.2399999999999998,12.40084772837442
1992-08-01,6.59,3.1199999999999997,8.41631360183075
1992-09-01,6.42,3.2399999999999998,15.739698032892434
1992-10-01,6.59,3.29,10.506052066841587
1992-11-01,6.87,3.19,23.054696702733057
1992-12-01,6.77,3.0599999999999996,22.215739871741945
1993-01-01,6.6,3.0999999999999996,-4.226431078932491
1993-02-01,6.26,2.8699999999999997,-3.5997704641734685
1993-03-01,5.98,2.6500000000000004,11.220266234498922
1993-04-01,5.97,2.7299999999999995,22.157540919604468
1993-05-01,6.04,2.68,6.705242490940444
1993-06-01,5.96,2.42,17.43690673853211
1993-07-01,5.81,2.3399999999999994,11.061645553751243
1993-08-01,5.68,2.2399999999999998,5.848877991124879
1993-09-01,5.36,2.0000000000000004,12.650873535885832
1993-10-01,5.33,1.94,11.480815489691931
1993-11-01,5.72,2.1399999999999997,12.400031156737379
1993-12-01,5.77,2.1599999999999997,22.18410954762451
1994-01-01,5.75,2.21,-2.382020788913264
1994-02-01,5.97,2.0999999999999996,0.30207655008192
1994-03-01,6.48,2.16,9.105158501123544
1994-04-01,6.97,2.1499999999999995,19.872544461099785
1994-05-01,7.18,1.87,0.5914226400771438
1994-06-01,7.1,1.83,14.101450280872175
1994-07-01,7.3,1.8199999999999994,10.375521226595442
1994-08-01,7.24,1.6800000000000006,0.8709271804678398
1994-09-01,7.46,1.7000000000000002,4.72239553792253
1994-10-01,7.74,1.63,5.305920607166081
1994-11-01,7.96,1.42,13.36546487914141
1994-12-01,7.81,0.6699999999999999,16.437698103209254
1995-01-01,7.78,0.7300000000000004,-6.254284215441541
1995-02-01,7.47,0.7699999999999996,-8.905768315897177
1995-03-01,7.2,0.7700000000000005,14.503505133012219
1995-04-01,7.06,0.79,17.543391860330892
1995-05-01,6.63,0.6299999999999999,1.3928971167985305
